24h_volume
57934969077.0
1395853984.0
3872273611.0
3925204682.0
2661508267.0
1776167313.0
950718327.0
762198942.0
866838890.0
4039490120.0
451839687.0
742209053.0
546344871.0
443045583.0
99233479.0
665458992.0
311112491.0
784802946.0
735718470.0
20327033.0
402450393.0
720924698.0
608305288.0
91093038.0
1378527955.0
831673.0
180398248.0
151572159.0
257508818.0
188489995.0
65559083.0
288996469.0
481292822.0
315618129.0
318813970.0
989130040.0
158065484.0
251596905.0
1088.54
283498801.0
1173101401.0
264401106.0
94042665.0
57133059.0
18194194.0
1508088374.0
118835496.0
44641451.0
388652958.0
114838106.0
41.83
22415718.0
297836092.0
337828464.0
3444049.0
26950213.0
93.89
57457444.0
16105407.0
282336331.0
276825707.0
92847731.0
11491328.0
551763058.0
87836205.0
50636342.0
190002.0
104112686.0
23727064.0
75144435.0
37446216.0
135219354.0
148274906.0
114862495.0
32112940.0
8578734.0
3927635.0
44370134.0
1852838.0
133821819.0
324813983.0
4583402.0
8084731.0
215995.0
65896976.0
46620149.0
58659719.0
109408277.0
245449241.0
4834916.0
57639449.0
54570658.0
7695401.0
45253981.0
63349615.0
1464061.0
112235393.0
20866042.0
107525684.0
65843862.0
150926378.0
25032753.0
8111.5
19871872.0
1207902.0
70360743.0
63199499.0
40756551.0
91722669.0
2193655.0
15319422.0
81875140.0
1909.73
9930593.0
120457113.0
26837225.0
99341158.0
79032386.0
30748651.0
132202954.0
14829115.0
11291907.0
40789205.0
26117403.0
974551.0
18662090.0
106689838.0
37965285.0
406894.0
23720000.0
10254055.0
2883611.0
45059623.0
19390191.0
35343794.0
9146317.0
22753924.0
46067620.0
5163788.0
2629530.0
2588295.0
4105033.0
578038.0
3689853.0
37324761.0
432768.0
29127070.0
60339780.0
3222808.0
15905189.0
3356848.0
10651029.0
7909768.0
12295120.0
38905039.0
30824913.0
29309302.0
69002807.0
11283316.0
1063375.0
95015055.0
10950097.0
3529301.0
1019712.0
9229483.0
87629552.0
96902.91
44769576.0
3181078.0
74944693.0
768392.0
12205658.0
4321357.0
41048178.0
2299639.0
11072513.0
15489371.0
39284120.0
12455971.0
4675420.0
1013704817.0
27285439.0
