price,1h,24h,7d,24h_volume,mkt_cap,log_return,price_ma_3,volatility_3
2.4261674742554178e-05,0.8798498122653317,0.5273916598528209,0.10801393728222994,1.0,0.10296157729269603,0.2807432492301293,0.9983531296811021,0.9601259057937516
0.009302653960306682,0.9036295369211514,0.5511038430089941,0.10878823073945022,0.024093462139330796,0.08244469704457359,0.5563216734448972,0.07163587076528162,0.06246416580700133
2.425861777153208e-05,0.8798498122653317,0.5282093213409648,0.10801393728222994,0.06683827872339852,0.06721080304443114,0.31985547934455344,0.008824238496785293,0.009281868269768102
1.9045851375310114e-05,0.904881101376721,0.543744889615699,0.12524196670538132,0.06775190777754801,0.048278933531863126,0.43328192753988787,0.008819316385358945,0.009284478308901887
0.0021716625093927675,0.9111389236545683,0.5241210139002452,0.11691831204026323,0.04593958207628716,0.04237074560737385,0.5322196662340977,0.0020898832680167055,0.0021506765850623603
0.0020770419777563893,0.9111389236545683,0.5396565821749794,0.11595044521873785,0.030657948753529805,0.035399108467446844,0.43720448930545164,0.004027070883581825,0.0021075450747241107
1.999552611116723e-05,0.9011264080100125,0.5412919051512673,0.11343399148277192,0.016410094665562397,0.03384758105730654,0.34581237005448673,0.0040279670805079,0.0021065957443943176
0.0004500540671062559,0.9198998748435545,0.5568274734260016,0.12640340689121174,0.013156112001837429,0.02591390825906419,0.49997377438567475,0.0024033053562067114,0.0018798471779012064
0.0017878428143959717,0.9236545682102628,0.5543744889615698,0.11014324428958573,0.014962274146515983,0.025125720727815184,0.4655035759569458,0.002130391492710796,0.0015973016330564321
2.4261674742554178e-05,0.8785982478097623,0.5298446443172525,0.10840108401084009,0.069724558144343,0.023078783899384517,0.3526355003922139,0.002134417407211069,0.0015943675307931635
2.8061052688837507e-06,0.8998748435544431,0.5470155355682746,0.10588463027487414,0.007799083941849879,0.0196472441251775,0.3952202320550652,0.0017123547435871351,0.0017749195690042615
2.4261674742554178e-05,0.8798498122653317,0.5306623058053965,0.10820751064653501,0.012811071876357567,0.019277665125160822,0.48095942498009236,4.808387634568375e-05,2.1277198839609477e-05
5.4386586011157e-10,0.9111389236545683,0.5511038430089941,0.10394889663182344,0.009430312636809489,0.015618750328558069,0.22532901011366882,2.5188931272530506e-05,2.280935111254015e-05
0.9903722395976248,0.9061326658322904,0.552739165985282,0.11866047231900888,0.007647291265680294,0.014190336574684452,0.8618486382156096,0.9346252245676616,0.990750721673615
